YEAR,INNINGS_OVER_BALL,BATSMAN,BOWLER,BOWL_SPEED,CREDIT,DEBIT,IS_RHB,PITCHED_X,PITCHED_Y,STUMPS_Y,STUMPS_Z,LANDING_X,LANDING_Y
2016,2016.48.1.0.1,Robin Uthappa,Stuart Binny,34.632,1,1,y,6.529,-0.444,-0.370,0.679,42,54
2016,2016.48.1.0.2,Gautam Gambhir,Stuart Binny,35.725,0,0,n,6.164,0.214,0.774,0.644,5,5
2016,2016.48.1.0.3,Gautam Gambhir,Stuart Binny,36.051,0,0,n,8.065,0.041,0.407,0.782,67,27
2016,2016.48.1.0.4,Gautam Gambhir,Stuart Binny,32.745,2,2,n,2.926,-0.079,-0.056,0.529,30,13
2016,2016.48.1.0.5,Gautam Gambhir,Stuart Binny,36.191,4,4,n,4.211,0.392,0.716,0.553,92,48
2016,2016.48.1.0.6,Gautam Gambhir,Stuart Binny,35.919,1,1,n,2.911,0.356,0.580,0.424,64,56
2016,2016.48.1.1.1,Gautam Gambhir,Sreenath Arvind,34.989,0,0,n,8.924,0.389,0.245,0.659,58,39
2016,2016.48.1.1.2,Gautam Gambhir,Sreenath Arvind,34.138,1,1,n,8.632,0.360,0.035,0.990,15,26
2016,2016.48.1.1.3,Robin Uthappa,Sreenath Arvind,36.327,1,1,y,5.410,0.077,-0.123,0.723,68,67
2016,2016.48.1.1.4,Gautam Gambhir,Sreenath Arvind,36.254,0,0,n,8.876,0.306,-0.138,0.836,5,5
2016,2016.48.1.1.5,Gautam Gambhir,Sreenath Arvind,35.961,0,0,n,7.659,0.362,0.224,0.970,61,36
2016,2016.48.1.1.6,Gautam Gambhir,Sreenath Arvind,36.156,4,4,n,6.153,0.296,0.194,0.619,18,76
2016,2016.48.1.2.1,Robin Uthappa,Iqbal Abdulla,24.717,0,0,y,4.682,-0.187,-0.090,0.627,5,5
2016,2016.48.1.2.2,Robin Uthappa,Iqbal Abdulla,25.073,0,0,y,3.889,-0.062,-0.041,0.746,0,0
2016,2016.48.1.2.3,Manish Pandey,Iqbal Abdulla,25.137,4,4,y,4.327,-0.445,-0.544,0.739,81,80
2016,2016.48.1.2.4,Manish Pandey,Iqbal Abdulla,24.483,0,0,y,5.139,-0.163,-0.134,0.660,36,41
2016,2016.48.1.2.5,Manish Pandey,Iqbal Abdulla,24.986,0,0,y,3.980,-0.221,-0.264,0.623,39,43
