YEAR,INNINGS_OVER_BALL,BATSMAN,BOWLER,BOWL_SPEED,CREDIT,DEBIT,IS_RHB,PITCHED_X,PITCHED_Y,STUMPS_Y,STUMPS_Z,LANDING_X,LANDING_Y
2015,2015.57.1.0.1,Lendl Simmons,Ravichandran Ashwin,26.427,1,1,y,2.819,-0.258,-0.261,0.516,36,45
2015,2015.57.1.0.2,Parthiv Patel,Ravichandran Ashwin,24.822,0,0,n,4.198,0.060,-0.038,0.683,51,35
2015,2015.57.1.0.3,Parthiv Patel,Ravichandran Ashwin,26.498,0,0,n,5.597,0.132,-0.190,0.721,56,28
2015,2015.57.1.0.4,Parthiv Patel,Ravichandran Ashwin,26.161,4,4,n,4.722,0.091,0.126,0.765,62,6
2015,2015.57.1.0.5,Parthiv Patel,Ravichandran Ashwin,-1.000,0,0,n,3.349,0.211,0.004,0.595,58,40
2015,2015.57.1.0.6,Parthiv Patel,Ravichandran Ashwin,25.441,0,0,n,6.140,0.158,0.002,0.710,65,24
2015,2015.57.1.1.1,Lendl Simmons,Ashish Nehra,38.231,0,0,y,4.755,0.094,0.113,0.570,40,29
2015,2015.57.1.1.2,Lendl Simmons,Ashish Nehra,38.404,0,0,y,1.554,-0.441,-0.476,0.220,5,5
2015,2015.57.1.1.3,Lendl Simmons,Ashish Nehra,38.407,0,0,y,5.656,-0.277,-0.629,0.645,38,53
2015,2015.57.1.1.4,Lendl Simmons,Ashish Nehra,37.433,0,0,y,11.477,0.082,-0.508,1.602,67,40
2015,2015.57.1.1.5,Lendl Simmons,Ashish Nehra,39.292,0,1,y,7.942,0.267,0.284,0.761,5,5
2015,2015.57.1.1.6,Lendl Simmons,Ashish Nehra,-1.000,0,1,y,,,,,5,5
2015,2015.57.1.1.7,Lendl Simmons,Ashish Nehra,39.118,0,0,y,9.257,0.092,-0.122,1.138,38,40
2015,2015.57.1.1.8,Lendl Simmons,Ashish Nehra,38.989,4,4,y,7.757,-0.058,-0.302,0.794,66,7
2015,2015.57.1.2.1,Parthiv Patel,Ravichandran Ashwin,26.613,1,1,n,5.011,-0.176,-0.539,0.711,57,41
2015,2015.57.1.2.2,Lendl Simmons,Ravichandran Ashwin,24.252,0,0,y,6.625,-0.156,0.378,0.766,64,42
2015,2015.57.1.2.3,Lendl Simmons,Ravichandran Ashwin,26.626,1,1,y,5.278,-0.136,-0.097,0.722,34,42
2015,2015.57.1.2.4,Parthiv Patel,Ravichandran Ashwin,26.789,1,1,n,6.036,0.009,-0.459,0.698,38,22
2015,2015.57.1.2.5,Lendl Simmons,Ravichandran Ashwin,23.906,1,1,y,5.863,-0.299,0.176,0.845,34,41
2015,2015.57.1.2.6,Parthiv Patel,Ravichandran Ashwin,25.655,0,0,n,4.890,-0.115,-0.318,0.736,48,41
2015,2015.57.1.3.1,Lendl Simmons,Ashish Nehra,37.455,4,4,y,5.534,-0.159,-0.390,0.588,34,91
2015,2015.57.1.3.2,Lendl Simmons,Ashish Nehra,38.684,0,0,y,5.614,-0.064,-0.344,0.657,32,27
2015,2015.57.1.3.3,Lendl Simmons,Ashish Nehra,37.658,0,0,y,12.670,0.539,0.657,1.945,5,5
2015,2015.57.1.3.4,Lendl Simmons,Ashish Nehra,39.115,2,2,y,9.475,0.297,-0.040,1.246,70,37
2015,2015.57.1.3.5,Lendl Simmons,Ashish Nehra,36.975,0,0,y,7.658,0.126,-0.086,0.861,54,39
2015,2015.57.1.3.6,Lendl Simmons,Ashish Nehra,37.818,0,1,y,-6.250,-1.075,-0.569,0.928,46,25
2015,2015.57.1.3.7,Lendl Simmons,Ashish Nehra,38.987,0,0,y,7.343,-0.099,-0.512,0.801,39,27
2015,2015.57.1.4.1,Parthiv Patel,Ravichandran Ashwin,22.255,1,1,n,5.211,-0.554,-0.325,0.994,62,25
2015,2015.57.1.4.2,Lendl Simmons,Ravichandran Ashwin,26.313,0,0,y,5.846,-0.322,-0.174,0.768,60,40
2015,2015.57.1.4.3,Lendl Simmons,Ravichandran Ashwin,24.330,6,6,y,4.044,-0.221,0.083,0.720,48,95
2015,2015.57.1.4.4,Lendl Simmons,Ravichandran Ashwin,26.287,0,0,y,5.412,-0.125,0.081,0.779,39,40
2015,2015.57.1.4.5,Lendl Simmons,Ravichandran Ashwin,26.372,6,6,y,4.435,-0.084,-0.007,0.638,88,69
2015,2015.57.1.4.6,Lendl Simmons,Ravichandran Ashwin,23.776,0,0,y,4.290,-0.283,0.198,0.660,46,32
2015,2015.57.1.5.1,Parthiv Patel,Ashish Nehra,37.766,0,0,n,7.345,0.480,0.391,0.810,61,42
2015,2015.57.1.5.2,Parthiv Patel,Ashish Nehra,37.887,4,4,n,7.120,0.034,-0.303,0.882,30,8
2015,2015.57.1.5.3,Parthiv Patel,Ashish Nehra,38.900,1,1,n,8.017,0.346,0.150,0.816,59,30
2015,2015.57.1.5.4,Lendl Simmons,Ashish Nehra,37.282,0,0,y,2.137,0.467,0.402,0.341,5,5
2015,2015.57.1.5.5,Lendl Simmons,Ashish Nehra,38.310,6,6,y,5.195,0.028,-0.208,0.627,52,95
2015,2015.57.1.5.6,Lendl Simmons,Ashish Nehra,34.909,2,2,y,8.351,-0.013,-0.409,0.837,83,23
2015,2015.57.1.6.1,Parthiv Patel,Pawan Negi,23.801,1,1,n,5.396,0.635,0.412,0.815,19,24
2015,2015.57.1.6.2,Lendl Simmons,Pawan Negi,24.395,1,1,y,4.718,0.075,0.255,0.630,65,20
2015,2015.57.1.6.3,Parthiv Patel,Pawan Negi,26.731,1,1,n,6.932,0.474,0.476,0.656,90,28
2015,2015.57.1.6.4,Lendl Simmons,Pawan Negi,26.951,0,0,y,6.607,-0.367,-0.188,0.670,34,25
2015,2015.57.1.6.5,Lendl Simmons,Pawan Negi,23.409,1,1,y,3.427,-0.018,-0.069,0.720,22,71
2015,2015.57.1.6.6,Parthiv Patel,Pawan Negi,26.616,1,1,n,5.735,0.298,0.196,0.704,26,70
2015,2015.57.1.7.1,Parthiv Patel,Ravindra Jadeja,26.223,1,1,n,4.989,0.418,0.255,0.631,32,80
2015,2015.57.1.7.2,Lendl Simmons,Ravindra Jadeja,25.365,0,0,y,4.720,0.041,0.109,0.705,49,38
2015,2015.57.1.7.3,Lendl Simmons,Ravindra Jadeja,26.327,6,6,y,4.122,0.057,0.259,0.522,82,79
