YEAR,INNINGS_OVER_BALL,BATSMAN,BOWLER,BOWL_SPEED,CREDIT,DEBIT,IS_RHB,PITCHED_X,PITCHED_Y,STUMPS_Y,STUMPS_Z,LANDING_X,LANDING_Y
2014,2014.14.1.0.1,Parthiv Patel,Stuart Binny,32.038,1,1,n,7.634,-0.188,-0.111,1.040,24,35
2014,2014.14.1.0.2,Yogesh Takawale,Stuart Binny,34.368,0,0,y,8.407,-0.476,-0.711,0.957,5,5
2014,2014.14.1.0.3,Yogesh Takawale,Stuart Binny,29.110,0,0,y,5.236,-0.251,-0.299,0.574,41,36
2014,2014.14.1.0.4,Yogesh Takawale,Stuart Binny,33.360,0,0,y,6.401,-0.599,-0.661,0.785,0,0
2014,2014.14.1.0.5,Virat Kohli,Stuart Binny,35.335,0,0,y,2.429,-0.394,-0.463,0.341,0,0
2014,2014.14.1.0.6,Yuvraj Singh,Stuart Binny,35.678,0,0,n,7.899,0.110,0.665,0.910,5,5
2014,2014.14.1.1.1,Virat Kohli,Tim Southee,36.678,1,1,y,4.798,-0.471,-0.562,0.521,12,45
2014,2014.14.1.1.2,Yuvraj Singh,Tim Southee,37.499,0,0,n,6.448,0.166,0.371,0.671,5,5
2014,2014.14.1.1.3,Yuvraj Singh,Tim Southee,37.536,0,0,n,6.077,0.412,0.614,0.668,5,5
2014,2014.14.1.1.4,Yuvraj Singh,Tim Southee,37.989,2,2,n,2.938,0.049,0.086,0.746,20,23
2014,2014.14.1.1.5,Yuvraj Singh,Tim Southee,37.818,0,0,n,5.779,0.186,0.682,0.691,5,5
2014,2014.14.1.1.6,Yuvraj Singh,Tim Southee,38.242,1,1,n,7.058,-0.159,0.112,0.854,56,36
2014,2014.14.1.2.1,Yuvraj Singh,Kane Richardson,36.007,0,0,n,9.016,-0.157,0.721,1.117,0,0
2014,2014.14.1.2.2,AB de Villiers,Kane Richardson,37.211,0,0,y,9.217,-0.676,-0.499,0.979,0,0
2014,2014.14.1.2.3,Sachin Rana,Kane Richardson,38.543,1,1,y,9.400,-0.575,-0.352,1.071,31,12
2014,2014.14.1.2.4,Virat Kohli,Kane Richardson,37.319,0,0,y,6.936,-0.571,-0.353,0.867,39,33
2014,2014.14.1.2.5,Virat Kohli,Kane Richardson,37.427,4,4,y,10.372,-0.628,-0.263,1.148,90,61
2014,2014.14.1.2.6,Virat Kohli,Kane Richardson,35.140,1,1,y,3.977,-0.826,-0.939,0.396,14,23
2014,2014.14.1.3.1,Virat Kohli,Tim Southee,37.324,0,0,y,8.568,-0.440,-0.328,0.920,42,34
2014,2014.14.1.3.2,Virat Kohli,Tim Southee,38.153,0,0,y,6.874,-0.210,-0.082,0.849,45,34
2014,2014.14.1.3.3,Virat Kohli,Tim Southee,38.289,0,0,y,9.025,-0.363,-0.247,1.005,56,37
2014,2014.14.1.3.4,Virat Kohli,Tim Southee,37.296,1,1,y,7.504,-0.655,-0.425,1.058,24,51
2014,2014.14.1.3.5,Sachin Rana,Tim Southee,38.260,0,0,y,8.427,-0.355,-0.373,0.919,35,32
2014,2014.14.1.3.6,Sachin Rana,Tim Southee,37.040,0,0,y,1.466,-0.139,-0.133,0.194,44,36
2014,2014.14.1.4.1,Virat Kohli,Kane Richardson,38.931,1,1,y,8.412,-0.601,-0.451,1.058,26,17
2014,2014.14.1.4.2,Sachin Rana,Kane Richardson,37.646,1,1,y,8.689,-0.547,-0.337,1.057,32,11
2014,2014.14.1.4.3,Virat Kohli,Kane Richardson,38.291,0,0,y,6.478,-0.266,-0.094,0.694,57,50
2014,2014.14.1.4.4,Virat Kohli,Kane Richardson,36.209,1,1,y,10.439,-0.617,-0.465,1.216,27,15
2014,2014.14.1.4.5,Sachin Rana,Kane Richardson,38.417,0,0,y,7.465,-0.581,-0.420,0.977,42,24
2014,2014.14.1.4.6,Sachin Rana,Kane Richardson,37.598,1,1,y,9.685,-0.415,0.076,1.221,77,27
2014,2014.14.1.5.1,Sachin Rana,Shane Watson,33.081,0,0,y,5.251,-0.419,-0.574,0.399,35,33
2014,2014.14.1.5.2,Sachin Rana,Shane Watson,35.641,0,1,y,7.400,-0.717,-0.970,0.928,5,5
2014,2014.14.1.5.3,Sachin Rana,Shane Watson,35.492,0,0,y,8.579,-0.378,-0.461,0.911,0,0
2014,2014.14.1.5.4,Albie Morkel,Shane Watson,35.210,0,0,n,6.454,-0.091,-0.038,0.713,5,5
2014,2014.14.1.5.5,Albie Morkel,Shane Watson,36.169,4,4,n,4.793,0.061,0.159,0.503,41,93
2014,2014.14.1.5.6,Albie Morkel,Shane Watson,36.885,0,0,n,7.660,-0.234,-0.182,0.823,40,26
2014,2014.14.1.5.7,Virat Kohli,Shane Watson,36.745,0,0,y,5.148,-0.598,-0.714,0.640,5,5
2014,2014.14.1.6.1,Albie Morkel,Kane Richardson,37.092,0,0,n,5.280,-0.074,0.133,0.638,45,57
2014,2014.14.1.6.2,Albie Morkel,Kane Richardson,38.312,1,1,n,9.000,-0.335,0.032,0.974,29,50
2014,2014.14.1.6.3,Virat Kohli,Kane Richardson,38.644,0,0,y,8.684,-0.628,-0.545,1.197,50,37
2014,2014.14.1.6.4,Virat Kohli,Kane Richardson,38.502,1,1,y,6.250,-0.580,-0.439,0.667,19,57
2014,2014.14.1.6.5,Albie Morkel,Kane Richardson,38.266,0,0,n,9.662,-0.320,0.321,1.210,61,32
2014,2014.14.1.6.6,Albie Morkel,Kane Richardson,37.387,2,2,n,10.723,-0.423,-0.016,1.320,19,18
2014,2014.14.1.7.1,Virat Kohli,Shane Watson,37.492,0,0,y,6.484,-0.312,-0.194,0.737,54,54
2014,2014.14.1.7.2,Virat Kohli,Shane Watson,37.015,0,0,y,8.516,-0.385,-0.074,0.822,5,5
2014,2014.14.1.7.3,Albie Morkel,Shane Watson,37.342,0,0,n,7.992,0.274,0.858,0.833,5,5
2014,2014.14.1.7.4,Albie Morkel,Shane Watson,35.176,0,0,n,6.398,0.232,0.619,0.660,5,5
2014,2014.14.1.7.5,Albie Morkel,Shane Watson,36.163,0,0,n,7.681,0.288,0.838,0.813,5,5
2014,2014.14.1.7.6,Albie Morkel,Shane Watson,36.557,0,0,n,6.790,0.304,0.819,0.744,57,24
2014,2014.14.1.8.1,Virat Kohli,Pravin Tambe,23.732,0,0,y,2.788,-0.129,-0.117,0.457,54,52
