YEAR,INNINGS_OVER_BALL,BATSMAN,BOWLER,BOWL_SPEED,CREDIT,DEBIT,IS_RHB,PITCHED_X,PITCHED_Y,STUMPS_Y,STUMPS_Z,LANDING_X,LANDING_Y
2014,2014.35.1.0.1,Virat Kohli,Kane Richardson,37.994,0,0,y,6.597,-0.562,-0.191,0.714,58,39
2014,2014.35.1.0.2,Virat Kohli,Kane Richardson,-1.000,0,0,y,4.997,-0.485,-0.180,0.610,43,54
2014,2014.35.1.0.3,Virat Kohli,Kane Richardson,37.214,0,0,y,6.596,-0.728,-0.681,0.755,5,5
2014,2014.35.1.0.4,Virat Kohli,Kane Richardson,39.050,4,4,y,6.957,-0.498,-0.199,0.592,91,24
2014,2014.35.1.0.5,Virat Kohli,Kane Richardson,39.011,0,0,y,7.382,-0.651,-0.686,0.845,5,5
2014,2014.35.1.0.6,Virat Kohli,Kane Richardson,39.240,0,0,y,8.324,-0.722,-0.674,1.156,5,5
2014,2014.35.1.1.1,Chris Gayle,Shane Watson,36.857,0,0,n,5.265,-0.129,-0.140,0.543,5,5
2014,2014.35.1.1.2,Chris Gayle,Shane Watson,37.513,0,0,n,5.722,0.117,0.208,0.719,60,37
2014,2014.35.1.1.3,Chris Gayle,Shane Watson,37.546,0,0,n,6.481,0.412,0.901,0.648,5,5
2014,2014.35.1.1.4,Chris Gayle,Shane Watson,37.768,1,1,n,6.957,-0.124,-0.106,0.737,26,33
2014,2014.35.1.1.5,Virat Kohli,Shane Watson,37.655,0,0,y,6.381,-0.293,-0.289,0.793,41,50
2014,2014.35.1.1.6,Virat Kohli,Shane Watson,38.131,0,0,y,7.764,-0.336,-0.264,0.710,50,37
2014,2014.35.1.2.1,Chris Gayle,Kane Richardson,39.116,0,0,n,8.464,-0.328,0.171,1.060,59,33
2014,2014.35.1.2.2,Chris Gayle,Kane Richardson,39.233,1,1,n,4.910,-0.169,0.143,0.600,24,44
2014,2014.35.1.2.3,Virat Kohli,Kane Richardson,38.901,0,0,y,5.698,-0.579,-0.521,0.681,0,0
2014,2014.35.1.2.4,Vijay Zol,Kane Richardson,-1.000,0,0,n,6.909,-0.321,-0.011,0.816,60,37
2014,2014.35.1.2.5,Vijay Zol,Kane Richardson,37.531,0,0,n,10.936,-0.516,-0.170,1.378,5,5
2014,2014.35.1.2.6,Vijay Zol,Kane Richardson,39.011,0,0,n,7.405,-0.211,0.163,0.879,61,38
2014,2014.35.1.3.1,Chris Gayle,Shane Watson,38.676,0,0,n,6.499,0.232,0.632,0.691,5,5
2014,2014.35.1.3.2,Chris Gayle,Shane Watson,37.481,0,0,n,7.852,0.014,0.197,0.958,52,41
2014,2014.35.1.3.3,Chris Gayle,Shane Watson,37.116,4,4,n,9.556,-0.161,0.049,1.055,16,75
2014,2014.35.1.3.4,Chris Gayle,Shane Watson,37.428,0,0,n,7.925,0.247,0.725,0.893,54,36
2014,2014.35.1.3.5,Chris Gayle,Shane Watson,36.678,1,1,n,12.661,-0.350,0.143,1.680,32,83
2014,2014.35.1.3.6,Vijay Zol,Shane Watson,37.157,4,4,n,7.509,0.301,0.801,0.691,93,40
2014,2014.35.1.4.1,Chris Gayle,James Faulkner,37.639,1,1,n,9.056,0.258,-0.010,0.994,27,53
2014,2014.35.1.4.2,Vijay Zol,James Faulkner,37.774,1,1,n,9.465,0.249,0.022,1.143,35,37
2014,2014.35.1.4.3,Chris Gayle,James Faulkner,38.899,1,1,n,7.627,0.372,0.277,0.730,31,75
2014,2014.35.1.4.4,Vijay Zol,James Faulkner,36.857,4,4,n,9.866,0.541,0.541,1.108,74,86
2014,2014.35.1.4.5,Vijay Zol,James Faulkner,37.080,0,0,n,10.772,0.409,0.358,1.133,5,5
2014,2014.35.1.4.6,Vijay Zol,James Faulkner,32.570,0,0,n,8.515,0.217,0.087,0.940,39,54
2014,2014.35.1.5.1,Chris Gayle,Pravin Tambe,28.513,0,0,n,4.157,-0.185,-0.014,0.535,34,29
2014,2014.35.1.5.2,Chris Gayle,Pravin Tambe,25.153,4,4,n,3.822,-0.262,-0.229,0.547,9,22
2014,2014.35.1.5.3,Chris Gayle,Pravin Tambe,25.626,0,0,n,6.220,-0.155,-0.102,0.621,5,5
2014,2014.35.1.5.4,Chris Gayle,Pravin Tambe,25.853,4,4,n,5.921,-0.006,0.177,0.617,19,78
2014,2014.35.1.5.5,Chris Gayle,Pravin Tambe,-1.000,1,1,n,,,,,12,36
2014,2014.35.1.5.6,Vijay Zol,Pravin Tambe,25.643,0,0,n,6.198,0.343,0.336,0.774,68,32
2014,2014.35.1.6.1,Chris Gayle,Rahul Tewatia,25.115,0,0,n,5.009,0.091,0.090,0.828,5,5
2014,2014.35.1.6.2,Chris Gayle,Rahul Tewatia,-1.000,1,1,n,6.525,0.029,0.633,0.599,30,73
2014,2014.35.1.6.3,Vijay Zol,Rahul Tewatia,22.904,1,1,n,7.504,0.136,0.684,0.533,78,32
2014,2014.35.1.6.4,Chris Gayle,Rahul Tewatia,23.805,0,0,n,6.378,-0.186,0.091,0.813,50,40
2014,2014.35.1.6.5,Chris Gayle,Rahul Tewatia,22.350,0,0,n,5.159,0.007,0.362,0.725,5,5
2014,2014.35.1.6.6,Chris Gayle,Rahul Tewatia,22.583,0,0,n,3.629,-0.303,-0.079,0.838,5,5
2014,2014.35.1.7.1,Vijay Zol,Pravin Tambe,23.931,4,4,n,3.352,0.323,0.316,0.623,14,71
2014,2014.35.1.7.2,Vijay Zol,Pravin Tambe,19.220,1,1,n,3.888,-0.425,-0.217,0.780,22,25
2014,2014.35.1.7.3,Chris Gayle,Pravin Tambe,21.017,0,0,n,5.538,-0.051,0.571,0.261,5,5
2014,2014.35.1.7.4,Chris Gayle,Pravin Tambe,21.515,0,0,n,4.436,0.532,1.180,0.743,0,0
2014,2014.35.1.7.5,AB de Villiers,Pravin Tambe,23.322,1,1,y,7.702,0.008,0.180,0.600,72,68
2014,2014.35.1.7.6,Vijay Zol,Pravin Tambe,24.356,1,1,n,4.569,0.328,0.384,0.595,38,67
2014,2014.35.1.8.1,Vijay Zol,Rahul Tewatia,22.914,0,0,n,4.771,0.073,0.309,0.710,0,0
2014,2014.35.1.8.2,Yuvraj Singh,Rahul Tewatia,22.881,0,0,n,4.091,-0.044,0.201,0.861,54,31
2014,2014.35.1.8.3,Yuvraj Singh,Rahul Tewatia,23.070,0,0,n,6.784,0.158,0.662,0.854,5,5
2014,2014.35.1.8.4,Yuvraj Singh,Rahul Tewatia,24.363,4,4,n,3.131,-0.352,-0.198,0.582,22,12
2014,2014.35.1.8.5,Yuvraj Singh,Rahul Tewatia,22.923,1,1,n,3.506,0.103,0.303,0.533,66,81
2014,2014.35.1.8.6,AB de Villiers,Rahul Tewatia,23.231,1,1,y,5.069,-0.429,-0.404,0.705,20,47
2014,2014.35.1.9.1,AB de Villiers,Pravin Tambe,24.162,1,1,y,4.437,-0.282,-0.490,0.617,16,32
2014,2014.35.1.9.2,Yuvraj Singh,Pravin Tambe,29.934,0,0,n,5.016,0.467,0.491,0.559,51,28
2014,2014.35.1.9.3,Yuvraj Singh,Pravin Tambe,21.164,4,4,n,4.087,-0.258,0.059,0.648,9,24
2014,2014.35.1.9.4,Yuvraj Singh,Pravin Tambe,24.647,1,1,n,4.323,0.021,0.121,0.462,35,77
2014,2014.35.1.9.5,AB de Villiers,Pravin Tambe,24.907,1,1,y,3.211,-0.389,-0.558,0.812,18,41
2014,2014.35.1.9.6,Yuvraj Singh,Pravin Tambe,20.009,4,4,n,3.476,-0.338,-0.022,0.690,36,7
2014,2014.35.1.10.1,AB de Villiers,Rahul Tewatia,23.618,0,0,y,4.453,-0.037,-0.155,0.618,36,43
2014,2014.35.1.10.2,AB de Villiers,Rahul Tewatia,23.153,1,1,y,5.112,-0.051,-0.181,0.621,81,65
2014,2014.35.1.10.3,Yuvraj Singh,Rahul Tewatia,22.988,0,0,n,6.005,-0.012,0.312,0.569,54,43
2014,2014.35.1.10.4,Yuvraj Singh,Rahul Tewatia,22.773,1,1,n,6.027,-0.012,0.359,0.664,12,30
2014,2014.35.1.10.5,AB de Villiers,Rahul Tewatia,23.379,1,1,y,6.421,-0.141,0.159,0.546,84,37
2014,2014.35.1.10.6,Yuvraj Singh,Rahul Tewatia,22.594,6,6,n,3.994,-0.304,-0.136,0.733,9,63
2014,2014.35.1.11.1,AB de Villiers,James Faulkner,36.736,0,0,y,8.609,-0.094,-0.454,0.824,34,43
2014,2014.35.1.11.2,AB de Villiers,James Faulkner,-1.000,1,1,y,9.603,0.144,-0.114,0.996,88,29
2014,2014.35.1.11.3,Yuvraj Singh,James Faulkner,37.698,2,2,n,5.042,0.320,0.305,0.585,81,56
2014,2014.35.1.11.4,Yuvraj Singh,James Faulkner,36.948,1,1,n,12.086,0.224,-0.012,1.479,18,30
2014,2014.35.1.11.5,AB de Villiers,James Faulkner,32.562,0,0,y,7.146,0.021,-0.053,0.897,55,35
2014,2014.35.1.11.6,AB de Villiers,James Faulkner,32.098,0,0,y,5.636,-0.221,-0.459,0.644,69,45
2014,2014.35.1.12.1,Yuvraj Singh,Rajat Bhatia,30.408,6,6,n,8.866,-0.129,0.157,0.826,9,64
2014,2014.35.1.12.2,Yuvraj Singh,Rajat Bhatia,26.846,4,4,n,5.880,-0.242,-0.010,0.797,22,13
2014,2014.35.1.12.3,Yuvraj Singh,Rajat Bhatia,31.227,0,0,n,4.558,-0.241,-0.199,0.520,62,28
2014,2014.35.1.12.4,AB de Villiers,Rajat Bhatia,25.539,1,1,y,5.499,-0.456,-0.535,0.655,16,49
2014,2014.35.1.12.5,Yuvraj Singh,Rajat Bhatia,25.301,1,1,n,8.099,-0.299,0.149,0.660,17,21
2014,2014.35.1.12.6,AB de Villiers,Rajat Bhatia,26.111,1,1,y,8.111,0.169,0.345,0.986,76,25
2014,2014.35.1.13.1,AB de Villiers,Shane Watson,34.837,2,2,y,6.633,-0.114,0.046,0.635,77,30
2014,2014.35.1.13.2,AB de Villiers,Shane Watson,37.901,1,1,y,-1.737,-0.275,-0.311,0.320,46,64
2014,2014.35.1.13.3,Yuvraj Singh,Shane Watson,38.095,4,4,n,6.073,0.185,0.534,0.581,41,90
2014,2014.35.1.13.4,Yuvraj Singh,Shane Watson,35.117,1,1,n,12.284,-0.023,0.937,1.344,30,29
2014,2014.35.1.13.5,AB de Villiers,Shane Watson,33.972,1,1,y,4.698,-0.258,-0.214,0.528,68,29
2014,2014.35.1.13.6,Yuvraj Singh,Shane Watson,38.004,1,1,n,12.174,-0.233,0.518,1.384,14,50
2014,2014.35.1.14.1,Yuvraj Singh,Pravin Tambe,25.675,6,6,n,4.452,0.281,0.478,0.554,28,92
2014,2014.35.1.14.2,Yuvraj Singh,Pravin Tambe,22.830,0,0,n,5.613,-0.085,0.232,0.432,59,11
2014,2014.35.1.14.3,AB de Villiers,Pravin Tambe,26.147,0,0,y,4.787,0.019,0.136,0.523,48,43
2014,2014.35.1.14.4,AB de Villiers,Pravin Tambe,26.378,1,1,y,6.205,-0.200,-0.192,0.542,14,31
2014,2014.35.1.14.5,Yuvraj Singh,Pravin Tambe,20.993,0,1,n,4.081,-0.886,-0.789,0.562,5,5
2014,2014.35.1.14.6,Yuvraj Singh,Pravin Tambe,26.505,1,1,n,5.878,0.448,0.867,0.539,57,20
2014,2014.35.1.14.7,AB de Villiers,Pravin Tambe,26.054,2,2,y,4.780,0.229,0.403,0.519,86,44
2014,2014.35.1.15.1,Yuvraj Singh,Kane Richardson,37.795,6,6,n,5.921,-0.018,0.291,0.723,9,65
2014,2014.35.1.15.2,Yuvraj Singh,Kane Richardson,34.101,1,1,n,10.037,-0.360,0.269,1.278,8,44
2014,2014.35.1.15.3,AB de Villiers,Kane Richardson,31.722,6,6,y,11.421,-0.425,-0.246,1.381,95,58
2014,2014.35.1.15.4,AB de Villiers,Kane Richardson,39.241,1,1,y,1.293,-0.142,-0.095,0.165,40,23
2014,2014.35.1.15.5,Yuvraj Singh,Kane Richardson,-1.000,1,1,n,3.063,-0.039,0.122,0.224,18,52
2014,2014.35.1.15.6,AB de Villiers,Kane Richardson,-1.000,2,2,y,3.689,-0.058,0.053,0.441,16,30
2014,2014.35.1.16.1,Yuvraj Singh,Shane Watson,37.078,0,1,n,3.948,0.992,1.463,0.382,5,5
2014,2014.35.1.16.2,Yuvraj Singh,Shane Watson,38.041,0,1,n,5.572,0.777,1.315,0.569,5,5
2014,2014.35.1.16.3,Yuvraj Singh,Shane Watson,37.869,1,1,n,4.313,0.811,1.253,0.518,75,15
2014,2014.35.1.16.4,AB de Villiers,Shane Watson,38.210,1,1,y,12.262,-0.336,0.014,1.480,64,68
2014,2014.35.1.16.5,Yuvraj Singh,Shane Watson,38.999,0,1,n,2.474,1.093,1.374,0.286,5,5
2014,2014.35.1.16.6,Yuvraj Singh,Shane Watson,39.627,0,0,n,1.461,1.015,1.161,0.192,5,5
2014,2014.35.1.16.7,Yuvraj Singh,Shane Watson,36.998,0,0,n,13.126,-0.312,-0.115,1.808,5,5
2014,2014.35.1.16.8,Yuvraj Singh,Shane Watson,39.901,6,6,n,3.281,0.730,1.019,0.387,94,66
2014,2014.35.1.16.9,Yuvraj Singh,Shane Watson,39.142,4,4,n,2.805,0.859,1.142,0.302,90,22
2014,2014.35.1.17.1,AB de Villiers,James Faulkner,-1.000,6,6,y,5.205,0.101,0.011,0.516,95,51
2014,2014.35.1.17.2,AB de Villiers,James Faulkner,-1.000,6,6,y,9.583,-0.149,-0.521,1.081,96,51
2014,2014.35.1.17.3,AB de Villiers,James Faulkner,38.368,1,1,y,3.203,-0.703,-0.970,0.429,13,43
2014,2014.35.1.17.4,Yuvraj Singh,James Faulkner,38.676,0,0,n,4.795,0.921,1.117,0.558,5,5
