YEAR,INNINGS_OVER_BALL,BATSMAN,BOWLER,BOWL_SPEED,CREDIT,DEBIT,IS_RHB,PITCHED_X,PITCHED_Y,STUMPS_Y,STUMPS_Z,LANDING_X,LANDING_Y
2013,2013.1.1.0.1,Unmukt Chand,Brett Lee,39.578,0,0,y,3.997,-0.088,-0.124,0.635,5,5
2013,2013.1.1.0.2,Mahela Jayawardene,Brett Lee,-1.000,4,4,y,,,,,93,45
2013,2013.1.1.0.3,Mahela Jayawardene,Brett Lee,-1.000,0,0,y,,,,,5,5
2013,2013.1.1.0.4,David Warner,Brett Lee,-1.000,0,0,n,,,,,5,5
2013,2013.1.1.0.5,David Warner,Brett Lee,39.132,0,0,n,7.694,-0.485,0.040,0.711,68,34
2013,2013.1.1.0.6,David Warner,Brett Lee,-1.000,4,4,n,,,,,94,38
2013,2013.1.1.1.1,Mahela Jayawardene,Jacques Kallis,35.786,0,0,y,4.330,-0.258,-0.006,0.468,36,26
2013,2013.1.1.1.2,Mahela Jayawardene,Jacques Kallis,-1.000,0,1,y,6.741,0.007,0.477,0.701,5,5
2013,2013.1.1.1.3,Mahela Jayawardene,Jacques Kallis,37.080,1,1,y,8.578,-0.286,0.020,0.943,68,28
2013,2013.1.1.1.4,David Warner,Jacques Kallis,36.723,0,1,n,8.120,-0.508,-0.335,0.755,5,5
2013,2013.1.1.1.5,David Warner,Jacques Kallis,35.830,0,0,n,6.418,0.061,0.404,0.681,68,29
2013,2013.1.1.1.6,David Warner,Jacques Kallis,37.749,0,0,n,6.643,-0.065,0.294,0.904,62,37
2013,2013.1.1.1.7,David Warner,Jacques Kallis,35.741,4,4,n,11.516,-0.315,0.171,1.209,8,26
2013,2013.1.1.1.8,David Warner,Jacques Kallis,-1.000,1,1,n,,,,,33,28
2013,2013.1.1.2.1,David Warner,Brett Lee,39.623,2,2,n,8.921,-0.082,0.200,0.830,19,49
2013,2013.1.1.2.2,David Warner,Brett Lee,37.838,0,0,n,5.541,0.134,0.410,0.468,54,57
2013,2013.1.1.2.3,David Warner,Brett Lee,-1.000,1,1,n,,,,,34,42
2013,2013.1.1.2.4,Mahela Jayawardene,Brett Lee,37.794,2,2,y,9.129,-0.471,-0.782,0.890,17,22
2013,2013.1.1.2.5,Mahela Jayawardene,Brett Lee,39.125,4,4,y,12.179,-0.363,-0.354,1.524,40,6
2013,2013.1.1.2.6,Mahela Jayawardene,Brett Lee,37.749,0,0,y,8.951,-0.375,-0.394,0.813,33,27
2013,2013.1.1.3.1,David Warner,Jacques Kallis,36.812,0,0,n,7.583,0.129,0.652,0.679,5,5
2013,2013.1.1.3.2,David Warner,Jacques Kallis,36.723,4,4,n,6.933,-0.314,-0.103,0.757,7,38
2013,2013.1.1.3.3,David Warner,Jacques Kallis,37.169,0,0,n,7.833,-0.188,0.245,0.771,64,41
2013,2013.1.1.3.4,David Warner,Jacques Kallis,35.786,0,0,n,9.505,-0.295,0.111,1.030,54,40
2013,2013.1.1.3.5,David Warner,Jacques Kallis,36.500,4,4,n,8.078,-0.347,-0.132,0.762,40,7
2013,2013.1.1.3.6,David Warner,Jacques Kallis,37.460,0,0,n,9.033,-0.251,0.164,0.840,56,39
2013,2013.1.1.4.1,Mahela Jayawardene,Lakshmipathy Balaji,-1.000,4,4,y,7.970,-0.127,0.294,1.024,70,8
2013,2013.1.1.4.2,Mahela Jayawardene,Lakshmipathy Balaji,36.544,0,0,y,6.499,-0.364,-0.216,0.627,56,41
