YEAR,INNINGS_OVER_BALL,BATSMAN,BOWLER,BOWL_SPEED,CREDIT,DEBIT,IS_RHB,PITCHED_X,PITCHED_Y,STUMPS_Y,STUMPS_Z,LANDING_X,LANDING_Y
2013,2013.37.1.0.1,Dwayne Smith,Ravi Rampaul,37.392,0,0,y,7.967,-0.196,-0.220,0.972,5,5
2013,2013.37.1.0.2,Dwayne Smith,Ravi Rampaul,38.729,0,0,y,9.224,-0.457,-0.861,1.018,32,38
2013,2013.37.1.0.3,Dwayne Smith,Ravi Rampaul,38.606,1,1,y,9.096,-0.267,-0.385,0.933,18,17
2013,2013.37.1.0.4,Sachin Tendulkar,Ravi Rampaul,38.280,2,2,y,8.188,-0.148,-0.008,0.853,87,25
2013,2013.37.1.0.5,Sachin Tendulkar,Ravi Rampaul,38.847,4,4,y,3.766,-0.583,-0.798,0.465,38,7
2013,2013.37.1.0.6,Sachin Tendulkar,Ravi Rampaul,38.301,0,0,y,8.679,-0.086,0.031,1.014,51,41
2013,2013.37.1.1.1,Dwayne Smith,RP Singh,37.536,0,0,y,6.549,0.161,0.014,0.702,70,37
2013,2013.37.1.1.2,Dwayne Smith,RP Singh,36.990,0,1,y,8.064,0.324,0.433,0.815,5,5
2013,2013.37.1.1.3,Dwayne Smith,RP Singh,36.473,0,0,y,7.686,0.240,0.317,0.984,5,5
2013,2013.37.1.1.4,Sachin Tendulkar,RP Singh,36.321,1,1,y,11.170,0.211,0.065,1.623,81,26
2013,2013.37.1.1.5,Dwayne Smith,RP Singh,37.526,0,0,y,8.087,0.101,0.002,0.847,5,5
2013,2013.37.1.1.6,Dwayne Smith,RP Singh,37.926,2,2,y,7.060,0.192,0.195,0.858,80,15
2013,2013.37.1.1.7,Dwayne Smith,RP Singh,37.106,0,0,y,8.788,0.114,-0.177,1.092,41,40
2013,2013.37.1.2.1,Sachin Tendulkar,Ravi Rampaul,38.834,4,4,y,7.082,-0.503,-0.705,0.742,8,27
2013,2013.37.1.2.2,Sachin Tendulkar,Ravi Rampaul,38.587,0,0,y,7.276,-0.219,-0.322,0.859,32,42
2013,2013.37.1.2.3,Sachin Tendulkar,Ravi Rampaul,38.802,0,0,y,9.289,-0.438,-0.753,1.243,5,5
2013,2013.37.1.2.4,Sachin Tendulkar,Ravi Rampaul,37.973,4,4,y,6.479,-0.464,-0.651,0.690,24,79
2013,2013.37.1.2.5,Sachin Tendulkar,Ravi Rampaul,38.197,4,4,y,8.874,-0.261,-0.241,1.032,88,56
2013,2013.37.1.2.6,Sachin Tendulkar,Ravi Rampaul,39.237,4,4,y,9.655,-0.124,0.095,1.222,73,11
2013,2013.37.1.3.1,Dwayne Smith,RP Singh,36.410,1,1,y,9.420,0.059,-0.153,1.226,92,28
2013,2013.37.1.3.2,Sachin Tendulkar,RP Singh,37.214,0,0,y,8.094,0.028,-0.126,0.784,5,5
2013,2013.37.1.3.3,Sachin Tendulkar,RP Singh,34.936,0,0,y,9.713,0.017,-0.688,1.256,5,5
2013,2013.37.1.3.4,Sachin Tendulkar,RP Singh,36.634,0,0,y,6.989,0.062,-0.015,0.669,0,0
2013,2013.37.1.3.5,Dinesh Karthik,RP Singh,36.321,1,1,y,10.045,0.126,-0.032,1.332,33,29
2013,2013.37.1.3.6,Dwayne Smith,RP Singh,37.361,1,1,y,9.804,-0.111,-0.598,1.158,68,55
2013,2013.37.1.4.1,Dwayne Smith,Jaydev Unadkat,36.428,1,1,y,8.932,-0.099,-0.512,1.076,43,61
2013,2013.37.1.4.2,Dinesh Karthik,Jaydev Unadkat,36.373,0,0,y,8.252,0.150,0.042,0.859,5,5
2013,2013.37.1.4.3,Dinesh Karthik,Jaydev Unadkat,37.304,1,1,y,7.863,0.099,-0.198,0.678,36,39
2013,2013.37.1.4.4,Dwayne Smith,Jaydev Unadkat,37.533,4,4,y,10.060,0.144,-0.332,1.272,92,27
2013,2013.37.1.4.5,Dwayne Smith,Jaydev Unadkat,35.331,0,0,y,9.804,0.104,-0.694,0.942,34,29
2013,2013.37.1.4.6,Dwayne Smith,Jaydev Unadkat,37.142,1,1,y,7.170,-0.033,-0.371,0.852,57,63
2013,2013.37.1.5.1,Dwayne Smith,Vinay Kumar,35.862,0,0,y,8.152,-0.058,0.075,0.760,68,46
2013,2013.37.1.5.2,Dwayne Smith,Vinay Kumar,35.953,4,4,y,7.595,0.111,0.258,0.893,70,9
2013,2013.37.1.5.3,Dwayne Smith,Vinay Kumar,37.734,0,0,y,11.646,-0.372,-0.163,1.903,5,5
2013,2013.37.1.5.4,Dwayne Smith,Vinay Kumar,35.563,0,0,y,7.877,-0.427,-0.598,0.925,5,5
2013,2013.37.1.5.5,Dwayne Smith,Vinay Kumar,37.515,2,2,y,6.671,-0.538,-0.733,0.781,32,72
2013,2013.37.1.5.6,Dwayne Smith,Vinay Kumar,35.429,4,4,y,8.620,-0.400,-0.562,0.940,9,40
2013,2013.37.1.6.1,Dinesh Karthik,Syed Mohammad,25.628,1,1,y,6.796,-0.482,-0.046,0.620,15,35
2013,2013.37.1.6.2,Dwayne Smith,Syed Mohammad,26.305,1,1,y,4.355,-0.176,0.116,0.716,60,81
2013,2013.37.1.6.3,Dinesh Karthik,Syed Mohammad,25.016,1,1,y,4.728,-0.163,0.038,0.612,27,40
2013,2013.37.1.6.4,Dwayne Smith,Syed Mohammad,29.494,1,1,y,5.437,-0.188,0.153,0.722,64,77
2013,2013.37.1.6.5,Dinesh Karthik,Syed Mohammad,25.766,1,1,y,4.280,-0.195,0.030,0.674,29,76
2013,2013.37.1.6.6,Dwayne Smith,Syed Mohammad,26.012,2,2,y,6.519,-0.285,0.211,0.686,88,46
2013,2013.37.1.7.1,Dinesh Karthik,Jaydev Unadkat,35.741,6,6,y,8.849,0.170,-0.106,1.062,94,23
2013,2013.37.1.7.2,Dinesh Karthik,Jaydev Unadkat,36.982,1,1,y,8.543,0.115,-0.163,0.981,32,26
2013,2013.37.1.7.3,Dwayne Smith,Jaydev Unadkat,32.667,0,0,y,6.787,-0.114,-0.702,0.760,34,30
2013,2013.37.1.7.4,Dwayne Smith,Jaydev Unadkat,31.881,0,0,y,9.029,0.184,-0.623,0.948,5,5
2013,2013.37.1.7.5,Dwayne Smith,Jaydev Unadkat,36.946,0,0,y,8.245,0.138,-0.448,0.678,32,29
2013,2013.37.1.7.6,Dwayne Smith,Jaydev Unadkat,32.841,1,1,y,5.532,-0.017,-0.454,0.585,59,81
2013,2013.37.1.8.1,Dwayne Smith,Vinay Kumar,35.836,6,6,y,5.522,-0.266,-0.216,0.626,78,91
2013,2013.37.1.8.2,Dwayne Smith,Vinay Kumar,36.372,4,4,y,9.460,-0.442,-0.431,1.050,90,59
2013,2013.37.1.8.3,Dwayne Smith,Vinay Kumar,36.481,0,0,y,6.598,-0.465,-0.702,0.658,5,5
