YEAR,INNINGS_OVER_BALL,BATSMAN,BOWLER,BOWL_SPEED,CREDIT,DEBIT,IS_RHB,PITCHED_X,PITCHED_Y,STUMPS_Y,STUMPS_Z,LANDING_X,LANDING_Y
2016,2016.10.1.0.1,Ajinkya Rahane,Sandeep Sharma,34.020,0,0,y,8.086,-0.415,-0.114,0.863,40,35
2016,2016.10.1.0.2,Ajinkya Rahane,Sandeep Sharma,35.633,0,0,y,8.033,-0.434,-0.245,0.849,32,31
2016,2016.10.1.0.3,Ajinkya Rahane,Sandeep Sharma,35.927,0,0,y,7.701,-0.519,-0.498,0.836,56,54
2016,2016.10.1.0.4,Ajinkya Rahane,Sandeep Sharma,34.689,4,4,y,4.544,-0.360,-0.439,0.470,7,39
2016,2016.10.1.0.5,Ajinkya Rahane,Sandeep Sharma,33.527,0,0,y,8.229,-0.210,-0.000,0.834,5,5
2016,2016.10.1.0.6,Ajinkya Rahane,Sandeep Sharma,35.539,0,0,y,8.207,-0.252,0.075,0.932,5,5
2016,2016.10.1.1.1,Faf du Plessis,Kyle Abbott,34.913,0,0,y,6.386,-0.180,-0.178,0.712,51,41
2016,2016.10.1.1.2,Faf du Plessis,Kyle Abbott,39.254,1,1,y,6.825,-0.141,0.097,0.772,74,45
2016,2016.10.1.1.3,Ajinkya Rahane,Kyle Abbott,38.682,4,4,y,7.618,-0.191,0.077,0.674,93,24
2016,2016.10.1.1.4,Ajinkya Rahane,Kyle Abbott,38.844,0,0,y,6.797,-0.426,-0.299,0.718,42,58
2016,2016.10.1.1.5,Ajinkya Rahane,Kyle Abbott,38.071,0,0,y,7.540,-0.366,-0.269,0.859,44,55
2016,2016.10.1.1.6,Ajinkya Rahane,Kyle Abbott,37.199,1,1,y,8.669,-0.389,-0.049,0.908,36,26
2016,2016.10.1.2.1,Ajinkya Rahane,Sandeep Sharma,34.078,0,0,y,7.654,-0.331,-0.271,0.625,0,0
2016,2016.10.1.2.2,Kevin Pietersen,Sandeep Sharma,34.944,2,2,y,8.020,-0.395,-0.430,0.772,21,18
2016,2016.10.1.2.3,Kevin Pietersen,Sandeep Sharma,35.005,0,0,y,7.328,-0.267,0.069,0.802,56,53
2016,2016.10.1.2.4,Kevin Pietersen,Sandeep Sharma,36.420,1,1,y,7.325,-0.254,-0.110,0.890,56,57
2016,2016.10.1.2.5,Faf du Plessis,Sandeep Sharma,36.570,0,0,y,7.224,-0.392,-0.367,0.772,33,39
2016,2016.10.1.2.6,Faf du Plessis,Sandeep Sharma,35.360,0,0,y,8.377,-0.068,0.362,0.828,5,5
2016,2016.10.1.3.1,Kevin Pietersen,Axar Patel,25.739,0,0,y,5.850,-0.225,-0.116,0.828,42,38
2016,2016.10.1.3.2,Kevin Pietersen,Axar Patel,27.975,4,4,y,6.093,-0.014,0.334,0.713,66,7
2016,2016.10.1.3.3,Kevin Pietersen,Axar Patel,23.809,4,4,y,4.685,-0.009,0.207,0.768,84,78
2016,2016.10.1.3.4,Kevin Pietersen,Axar Patel,26.557,1,1,y,4.067,-0.040,0.176,0.547,77,37
2016,2016.10.1.3.5,Faf du Plessis,Axar Patel,26.735,4,4,y,5.105,-0.182,-0.034,0.688,74,86
2016,2016.10.1.3.6,Faf du Plessis,Axar Patel,23.661,1,1,y,7.474,-0.102,0.227,0.767,75,40
2016,2016.10.1.4.1,Faf du Plessis,Sandeep Sharma,34.968,4,4,y,7.046,-0.092,0.163,0.684,60,95
2016,2016.10.1.4.2,Faf du Plessis,Sandeep Sharma,35.859,0,0,y,8.462,-0.035,0.404,0.932,63,34
2016,2016.10.1.4.3,Kevin Pietersen,Sandeep Sharma,36.835,0,0,y,8.384,-0.104,0.192,0.922,67,27
2016,2016.10.1.4.4,Kevin Pietersen,Sandeep Sharma,36.969,1,1,y,6.647,-0.253,-0.108,0.610,45,57
2016,2016.10.1.4.5,Faf du Plessis,Sandeep Sharma,37.395,4,4,y,7.781,-0.136,-0.004,0.776,65,6
2016,2016.10.1.4.6,Faf du Plessis,Sandeep Sharma,32.106,1,1,y,6.273,0.025,0.214,0.666,73,48
2016,2016.10.1.5.1,Faf du Plessis,Pradeep Sahu,26.196,0,0,y,5.297,0.112,0.241,0.660,65,45
2016,2016.10.1.5.2,Faf du Plessis,Pradeep Sahu,23.158,0,0,y,4.263,-0.072,-0.129,0.712,56,62
2016,2016.10.1.5.3,Faf du Plessis,Pradeep Sahu,27.566,1,1,y,5.643,-0.110,0.016,0.623,25,49
2016,2016.10.1.5.4,Kevin Pietersen,Pradeep Sahu,26.668,0,0,y,6.108,-0.057,0.274,0.635,60,20
2016,2016.10.1.5.5,Faf du Plessis,Pradeep Sahu,25.203,4,4,y,4.181,-0.604,-0.807,0.638,41,94
2016,2016.10.1.5.6,Faf du Plessis,Pradeep Sahu,23.174,0,1,y,2.769,0.354,0.517,0.419,5,5
2016,2016.10.1.5.7,Faf du Plessis,Pradeep Sahu,27.319,4,4,y,6.069,-0.138,-0.059,0.675,60,93
2016,2016.10.1.6.1,Kevin Pietersen,Mohit Sharma,37.237,0,0,y,12.907,-0.427,-0.407,1.719,5,5
2016,2016.10.1.6.2,Kevin Pietersen,Mohit Sharma,36.969,1,1,y,8.865,-0.360,-0.358,0.991,43,59
2016,2016.10.1.6.3,Faf du Plessis,Mohit Sharma,37.672,1,1,y,6.664,-0.170,0.085,0.690,48,27
2016,2016.10.1.6.4,Kevin Pietersen,Mohit Sharma,35.852,0,0,y,9.043,-0.262,0.033,0.892,66,42
