YEAR,INNINGS_OVER_BALL,BATSMAN,BOWLER,BOWL_SPEED,CREDIT,DEBIT,IS_RHB,PITCHED_X,PITCHED_Y,STUMPS_Y,STUMPS_Z,LANDING_X,LANDING_Y
2012,2012.44.1.0.1,Mayank Agarwal,Praveen Kumar,35.116,0,0,y,6.918,-0.451,-0.143,0.773,42,40
2012,2012.44.1.0.2,Mayank Agarwal,Praveen Kumar,-1.000,0,0,y,,,,,33,33
2012,2012.44.1.0.3,Mayank Agarwal,Praveen Kumar,35.720,0,0,y,8.218,-0.635,-0.393,1.147,5,5
2012,2012.44.1.0.4,Mayank Agarwal,Praveen Kumar,35.576,0,0,y,5.689,-0.168,-0.181,0.746,5,5
2012,2012.44.1.0.5,Mayank Agarwal,Praveen Kumar,36.345,0,0,y,5.426,-0.078,-0.095,0.703,42,60
2012,2012.44.1.0.6,Mayank Agarwal,Praveen Kumar,35.105,1,1,y,6.879,-0.163,-0.140,0.782,38,39
2012,2012.44.1.1.1,Mayank Agarwal,Ryan Harris,-1.000,6,6,y,4.004,-0.286,-0.352,0.482,9,58
2012,2012.44.1.1.2,Mayank Agarwal,Ryan Harris,39.373,0,0,y,7.744,-0.273,-0.077,0.954,31,31
2012,2012.44.1.1.3,Mayank Agarwal,Ryan Harris,37.734,0,0,y,6.215,-0.168,-0.073,0.712,0,0
2012,2012.44.1.1.4,Virat Kohli,Ryan Harris,37.726,0,0,y,7.588,-0.471,-0.419,0.853,5,5
2012,2012.44.1.1.5,Virat Kohli,Ryan Harris,38.937,1,1,y,0.535,-0.454,-0.456,0.089,45,61
2012,2012.44.1.1.6,Chris Gayle,Ryan Harris,38.326,0,0,y,5.822,-0.157,-0.163,0.578,5,5
2012,2012.44.1.2.1,Virat Kohli,Praveen Kumar,35.682,1,1,y,7.872,-0.293,-0.110,0.734,73,42
2012,2012.44.1.2.2,Chris Gayle,Praveen Kumar,34.694,0,0,y,7.585,-0.082,0.528,0.845,5,5
2012,2012.44.1.2.3,Chris Gayle,Praveen Kumar,35.435,0,0,y,6.456,-0.218,0.274,0.887,5,5
