YEAR,INNINGS_OVER_BALL,BATSMAN,BOWLER,BOWL_SPEED,CREDIT,DEBIT,IS_RHB,PITCHED_X,PITCHED_Y,STUMPS_Y,STUMPS_Z,LANDING_X,LANDING_Y
2014,2014.40.1.0.1,Lendl Simmons,Morne Morkel,39.043,0,0,y,6.738,-0.237,-0.103,0.884,51,35
2014,2014.40.1.0.2,Lendl Simmons,Morne Morkel,40.375,0,0,y,8.190,-0.237,0.240,1.056,71,26
2014,2014.40.1.0.3,CM Gautam,Morne Morkel,41.012,0,0,y,7.531,-0.302,-0.227,0.978,5,5
2014,2014.40.1.0.4,CM Gautam,Morne Morkel,39.839,0,0,y,6.129,-0.652,-0.761,0.792,5,5
2014,2014.40.1.0.5,CM Gautam,Morne Morkel,40.685,0,2,y,6.242,0.003,0.559,0.786,5,5
2014,2014.40.1.0.6,Lendl Simmons,Morne Morkel,40.811,0,0,y,7.631,-0.377,-0.142,0.898,48,37
2014,2014.40.1.0.7,Lendl Simmons,Morne Morkel,40.122,0,0,y,8.358,-0.320,-0.118,0.896,52,37
2014,2014.40.1.1.1,CM Gautam,Umesh Yadav,37.660,0,0,y,5.348,-0.391,-0.506,0.671,32,37
2014,2014.40.1.1.2,CM Gautam,Umesh Yadav,37.946,0,0,y,6.083,-0.297,-0.307,0.663,5,5
2014,2014.40.1.1.3,CM Gautam,Umesh Yadav,38.476,4,4,y,5.468,0.108,0.328,0.593,68,8
2014,2014.40.1.1.4,CM Gautam,Umesh Yadav,40.055,1,1,y,5.868,-0.364,-0.250,0.662,33,45
2014,2014.40.1.1.5,Lendl Simmons,Umesh Yadav,39.350,1,1,y,5.860,-0.120,0.034,0.694,40,60
2014,2014.40.1.1.6,CM Gautam,Umesh Yadav,37.523,3,3,y,5.913,-0.277,-0.103,0.671,89,49
2014,2014.40.1.2.1,CM Gautam,Morne Morkel,-1.000,0,0,y,,,,,5,5
2014,2014.40.1.2.2,CM Gautam,Morne Morkel,41.997,0,0,y,5.598,-0.141,0.138,0.674,0,0
2014,2014.40.1.2.3,Ambati Rayudu,Morne Morkel,38.686,0,1,y,4.924,0.055,0.260,0.559,5,5
2014,2014.40.1.2.4,Ambati Rayudu,Morne Morkel,40.343,1,2,y,8.408,-0.348,-0.048,0.756,66,43
2014,2014.40.1.2.5,Lendl Simmons,Morne Morkel,39.177,0,1,y,12.215,-0.561,-0.196,2.174,5,5
2014,2014.40.1.2.6,Lendl Simmons,Morne Morkel,40.290,1,1,y,1.426,0.117,0.197,0.174,69,33
2014,2014.40.1.2.7,Ambati Rayudu,Morne Morkel,40.973,0,0,y,6.890,-0.253,-0.057,0.884,45,32
2014,2014.40.1.2.8,Ambati Rayudu,Morne Morkel,39.682,6,6,y,7.084,-0.196,0.139,0.684,76,85
2014,2014.40.1.2.9,Ambati Rayudu,Morne Morkel,40.491,0,0,y,6.170,-0.452,-0.249,0.749,46,31
2014,2014.40.1.3.1,Lendl Simmons,Shakib Al Hasan,20.819,0,0,y,4.765,-0.536,-0.492,0.752,68,32
2014,2014.40.1.3.2,Lendl Simmons,Shakib Al Hasan,22.891,0,0,y,5.676,-0.065,0.177,0.639,50,38
2014,2014.40.1.3.3,Lendl Simmons,Shakib Al Hasan,21.878,4,4,y,3.236,-0.184,0.080,0.596,80,12
2014,2014.40.1.3.4,Lendl Simmons,Shakib Al Hasan,22.685,0,0,y,5.306,0.018,0.390,0.737,52,34
2014,2014.40.1.3.5,Lendl Simmons,Shakib Al Hasan,22.650,4,4,y,5.368,0.048,0.533,0.545,68,8
2014,2014.40.1.3.6,Lendl Simmons,Shakib Al Hasan,22.501,1,1,y,3.974,-0.195,-0.000,0.602,30,67
2014,2014.40.1.4.1,Lendl Simmons,Sunil Narine,25.299,1,1,y,4.087,-0.063,-0.020,0.491,68,75
2014,2014.40.1.4.2,Ambati Rayudu,Sunil Narine,26.866,0,0,y,5.690,-0.217,-0.178,0.632,48,36
2014,2014.40.1.4.3,Ambati Rayudu,Sunil Narine,26.043,0,0,y,6.131,-0.359,-0.444,0.735,45,33
2014,2014.40.1.4.4,Ambati Rayudu,Sunil Narine,27.224,2,2,y,5.489,-0.306,-0.315,0.824,88,39
2014,2014.40.1.4.5,Ambati Rayudu,Sunil Narine,28.003,0,0,y,6.614,-0.440,-0.423,0.729,48,39
2014,2014.40.1.4.6,Ambati Rayudu,Sunil Narine,26.034,0,0,y,6.799,-0.620,-0.831,0.915,31,32
2014,2014.40.1.5.1,Lendl Simmons,Shakib Al Hasan,21.833,0,0,y,6.638,-0.287,0.077,0.297,0,0
2014,2014.40.1.5.2,Rohit Sharma,Shakib Al Hasan,22.204,0,0,y,4.600,-0.308,-0.170,0.608,43,33
2014,2014.40.1.5.3,Rohit Sharma,Shakib Al Hasan,23.250,0,0,y,4.581,-0.333,-0.107,0.558,37,48
2014,2014.40.1.5.4,Rohit Sharma,Shakib Al Hasan,24.391,0,0,y,5.060,-0.254,0.041,0.594,43,49
2014,2014.40.1.5.5,Rohit Sharma,Shakib Al Hasan,21.351,1,1,y,3.815,-0.277,-0.124,0.517,34,81
2014,2014.40.1.5.6,Ambati Rayudu,Shakib Al Hasan,22.968,1,1,y,3.922,-0.224,-0.072,0.644,36,79
2014,2014.40.1.6.1,Ambati Rayudu,Umesh Yadav,39.536,0,0,y,6.424,-0.296,-0.199,0.591,47,33
2014,2014.40.1.6.2,Ambati Rayudu,Umesh Yadav,39.445,4,4,y,5.818,-0.192,-0.014,0.712,34,90
2014,2014.40.1.6.3,Ambati Rayudu,Umesh Yadav,38.863,0,0,y,7.125,-0.364,-0.257,0.389,40,53
2014,2014.40.1.6.4,Ambati Rayudu,Umesh Yadav,39.281,1,1,y,9.604,-0.298,-0.083,0.753,66,80
2014,2014.40.1.6.5,Rohit Sharma,Umesh Yadav,-1.000,0,0,y,,,,,38,38
2014,2014.40.1.6.6,Rohit Sharma,Umesh Yadav,-1.000,1,1,y,9.764,-0.374,-0.203,1.043,75,22
2014,2014.40.1.7.1,Rohit Sharma,Piyush Chawla,20.828,0,0,y,3.218,-0.424,-0.454,0.576,42,54
2014,2014.40.1.7.2,Rohit Sharma,Piyush Chawla,22.067,1,1,y,5.870,-0.141,-0.210,0.722,68,80
2014,2014.40.1.7.3,Ambati Rayudu,Piyush Chawla,22.065,1,1,y,3.625,0.148,0.156,0.714,30,81
2014,2014.40.1.7.4,Rohit Sharma,Piyush Chawla,22.599,0,0,y,4.738,-0.072,-0.075,0.423,50,33
2014,2014.40.1.7.5,Rohit Sharma,Piyush Chawla,23.009,1,1,y,5.817,-0.080,0.009,0.642,17,55
2014,2014.40.1.7.6,Ambati Rayudu,Piyush Chawla,23.728,0,0,y,4.574,-0.403,-0.179,0.311,5,5
2014,2014.40.1.8.1,Rohit Sharma,Yusuf Pathan,24.959,2,2,y,6.517,-0.439,-0.107,0.776,74,72
2014,2014.40.1.8.2,Rohit Sharma,Yusuf Pathan,25.620,0,0,y,7.487,-0.647,-0.502,0.391,5,5
2014,2014.40.1.8.3,Rohit Sharma,Yusuf Pathan,26.907,1,1,y,5.449,-0.434,-0.275,0.729,41,21
2014,2014.40.1.8.4,Ambati Rayudu,Yusuf Pathan,26.184,4,4,y,6.233,-0.701,-0.523,0.609,16,17
2014,2014.40.1.8.5,Ambati Rayudu,Yusuf Pathan,26.264,2,2,y,5.032,-0.593,-0.498,0.703,13,27
2014,2014.40.1.8.6,Ambati Rayudu,Yusuf Pathan,24.915,1,1,y,4.260,-0.667,-0.537,0.562,82,59
2014,2014.40.1.9.1,Ambati Rayudu,Piyush Chawla,22.757,2,2,y,6.077,-0.156,-0.157,0.668,75,74
2014,2014.40.1.9.2,Ambati Rayudu,Piyush Chawla,21.898,1,1,y,3.823,-0.179,-0.148,0.534,64,83
2014,2014.40.1.9.3,Rohit Sharma,Piyush Chawla,24.045,1,1,y,5.982,-0.276,0.027,0.733,14,49
2014,2014.40.1.9.4,Ambati Rayudu,Piyush Chawla,24.001,1,1,y,5.634,-0.192,0.015,0.561,72,76
2014,2014.40.1.9.5,Rohit Sharma,Piyush Chawla,22.029,0,0,y,4.429,0.037,-0.133,0.782,52,37
2014,2014.40.1.9.6,Rohit Sharma,Piyush Chawla,23.780,1,1,y,4.051,-0.424,-0.320,0.521,18,65
2014,2014.40.1.10.1,Rohit Sharma,Shakib Al Hasan,24.586,0,0,y,4.327,-0.670,-0.626,0.604,46,40
2014,2014.40.1.10.2,Rohit Sharma,Shakib Al Hasan,-1.000,0,0,y,,,,,5,5
2014,2014.40.1.10.3,Rohit Sharma,Shakib Al Hasan,-1.000,0,0,y,5.745,-0.252,0.163,0.462,48,40
2014,2014.40.1.10.4,Rohit Sharma,Shakib Al Hasan,25.315,1,1,y,5.996,-0.195,0.120,0.646,66,50
2014,2014.40.1.10.5,Ambati Rayudu,Shakib Al Hasan,24.051,0,0,y,5.629,-0.442,-0.192,0.751,48,40
2014,2014.40.1.10.6,Ambati Rayudu,Shakib Al Hasan,24.373,1,1,y,7.141,-0.179,0.371,0.468,78,65
2014,2014.40.1.11.1,Ambati Rayudu,Piyush Chawla,23.144,1,1,y,6.556,0.178,0.035,0.615,54,83
2014,2014.40.1.11.2,Rohit Sharma,Piyush Chawla,22.474,0,0,y,5.247,-0.344,-0.548,0.588,34,29
2014,2014.40.1.11.3,Rohit Sharma,Piyush Chawla,23.831,1,1,y,4.730,-0.236,-0.092,0.739,34,33
2014,2014.40.1.11.4,Ambati Rayudu,Piyush Chawla,25.039,4,4,y,6.123,-0.553,-0.490,0.715,8,34
2014,2014.40.1.11.5,Ambati Rayudu,Piyush Chawla,22.932,0,0,y,4.724,0.283,0.298,0.584,0,0
2014,2014.40.1.11.6,Corey Anderson,Piyush Chawla,23.959,0,0,n,5.503,0.060,0.090,0.357,43,39
2014,2014.40.1.12.1,Rohit Sharma,Morne Morkel,39.729,0,0,y,8.404,-0.459,-0.479,0.817,5,5
2014,2014.40.1.12.2,Rohit Sharma,Morne Morkel,40.002,0,0,y,7.575,-0.518,-0.343,0.918,42,46
2014,2014.40.1.12.3,Rohit Sharma,Morne Morkel,40.759,1,1,y,7.569,-0.435,-0.246,0.830,85,57
2014,2014.40.1.12.4,Corey Anderson,Morne Morkel,39.222,0,0,n,8.802,-0.130,0.326,0.850,5,5
2014,2014.40.1.12.5,Corey Anderson,Morne Morkel,40.294,1,1,n,6.882,-0.172,0.018,0.835,66,35
2014,2014.40.1.12.6,Rohit Sharma,Morne Morkel,40.248,4,4,y,12.077,-0.538,-0.191,1.969,57,6
2014,2014.40.1.13.1,Corey Anderson,Piyush Chawla,23.182,2,2,n,5.477,0.110,0.348,0.691,83,71
2014,2014.40.1.13.2,Corey Anderson,Piyush Chawla,23.608,0,0,n,4.388,0.099,0.139,0.610,52,38
2014,2014.40.1.13.3,Corey Anderson,Piyush Chawla,23.711,6,6,n,3.657,0.160,0.353,0.676,49,95
2014,2014.40.1.13.4,Corey Anderson,Piyush Chawla,24.747,4,4,n,6.206,0.221,0.562,0.583,92,54
2014,2014.40.1.13.5,Corey Anderson,Piyush Chawla,24.585,1,1,n,6.266,0.088,0.336,0.665,84,59
2014,2014.40.1.13.6,Rohit Sharma,Piyush Chawla,23.800,4,4,y,6.397,-0.331,-0.076,0.678,8,26
2014,2014.40.1.14.1,Corey Anderson,Sunil Narine,26.023,1,1,n,6.724,-0.200,0.253,0.941,38,28
2014,2014.40.1.14.2,Rohit Sharma,Sunil Narine,26.480,0,0,y,5.328,-0.460,-0.615,0.697,5,5
2014,2014.40.1.14.3,Rohit Sharma,Sunil Narine,26.186,1,1,y,6.024,-0.317,-0.330,0.755,73,33
2014,2014.40.1.14.4,Corey Anderson,Sunil Narine,25.006,3,3,n,5.993,-0.003,0.586,0.704,58,7
2014,2014.40.1.14.5,Rohit Sharma,Sunil Narine,28.366,1,1,y,5.431,-0.192,-0.144,0.537,40,36
2014,2014.40.1.14.6,Corey Anderson,Sunil Narine,27.625,0,0,n,6.291,-0.089,-0.015,0.723,5,5
2014,2014.40.1.15.1,Rohit Sharma,Morne Morkel,41.159,0,0,y,4.860,-0.060,0.124,0.571,58,47
2014,2014.40.1.15.2,Rohit Sharma,Morne Morkel,40.506,2,2,y,3.692,0.359,0.592,0.474,79,62
2014,2014.40.1.15.3,Rohit Sharma,Morne Morkel,39.440,6,6,y,6.381,-0.180,0.113,0.696,29,93
2014,2014.40.1.15.4,Rohit Sharma,Morne Morkel,40.858,0,1,y,7.664,-0.086,0.352,0.990,5,5
2014,2014.40.1.15.5,Rohit Sharma,Morne Morkel,40.530,6,6,y,6.555,-0.514,-0.478,0.681,7,62
2014,2014.40.1.15.6,Rohit Sharma,Morne Morkel,40.507,1,1,y,2.696,0.130,0.149,0.198,31,34
2014,2014.40.1.15.7,Corey Anderson,Morne Morkel,40.634,0,0,n,6.640,-0.317,-0.081,0.639,0,0
2014,2014.40.1.16.1,Rohit Sharma,Shakib Al Hasan,24.244,1,1,y,5.823,-0.252,0.157,0.629,32,32
2014,2014.40.1.16.2,Kieron Pollard,Shakib Al Hasan,22.223,0,0,y,4.193,-0.430,-0.370,0.658,47,39
2014,2014.40.1.16.3,Kieron Pollard,Shakib Al Hasan,23.352,0,0,y,4.559,-0.330,-0.149,0.574,43,40
2014,2014.40.1.16.4,Kieron Pollard,Shakib Al Hasan,23.615,2,2,y,5.825,-0.296,-0.003,0.527,82,38
2014,2014.40.1.16.5,Kieron Pollard,Shakib Al Hasan,24.146,1,1,y,5.002,-0.082,0.205,0.706,71,38
2014,2014.40.1.16.6,Rohit Sharma,Shakib Al Hasan,25.737,4,4,y,6.359,-0.643,-0.374,0.575,7,34
2014,2014.40.1.17.1,Kieron Pollard,Sunil Narine,25.918,1,1,y,4.736,-0.473,-0.336,0.702,62,69
2014,2014.40.1.17.2,Rohit Sharma,Sunil Narine,25.464,1,1,y,7.267,-0.320,0.070,0.353,78,62
2014,2014.40.1.17.3,Kieron Pollard,Sunil Narine,27.773,1,1,y,6.578,-0.619,-0.501,0.810,40,23
2014,2014.40.1.17.4,Rohit Sharma,Sunil Narine,28.166,2,2,y,6.591,-0.129,0.003,0.827,70,38
2014,2014.40.1.17.5,Rohit Sharma,Sunil Narine,28.452,0,0,y,7.344,-0.313,-0.453,0.660,37,26
2014,2014.40.1.17.6,Rohit Sharma,Sunil Narine,28.367,0,0,y,5.191,-0.270,-0.260,0.658,5,5
2014,2014.40.1.18.1,Kieron Pollard,Umesh Yadav,39.360,1,1,y,-0.158,-0.339,-0.342,0.060,38,78
2014,2014.40.1.18.2,Rohit Sharma,Umesh Yadav,39.330,1,1,y,2.225,-0.159,-0.108,0.234,36,28
2014,2014.40.1.18.3,Kieron Pollard,Umesh Yadav,40.173,1,1,y,2.987,-0.385,-0.317,0.297,67,85
2014,2014.40.1.18.4,Rohit Sharma,Umesh Yadav,40.158,4,4,y,0.194,-0.336,-0.333,0.054,8,27
2014,2014.40.1.18.5,Rohit Sharma,Umesh Yadav,40.466,1,1,y,1.914,-0.216,-0.158,0.213,36,11
2014,2014.40.1.18.6,Kieron Pollard,Umesh Yadav,40.066,1,1,y,-2.033,0.056,-0.025,0.348,89,45
2014,2014.40.1.19.1,Kieron Pollard,Sunil Narine,23.803,1,1,y,6.498,-0.242,0.142,0.793,62,25
2014,2014.40.1.19.2,Rohit Sharma,Sunil Narine,25.273,0,0,y,5.440,-0.152,-0.133,0.731,0,0
2014,2014.40.1.19.3,Aditya Tare,Sunil Narine,25.964,1,1,y,5.275,-0.251,-0.241,0.781,11,34
2014,2014.40.1.19.4,Kieron Pollard,Sunil Narine,29.040,1,1,y,6.134,-0.179,-0.109,0.847,34,33
2014,2014.40.1.19.5,Aditya Tare,Sunil Narine,25.121,0,0,y,1.812,-0.192,0.594,0.053,48,33
2014,2014.40.1.19.6,Aditya Tare,Sunil Narine,24.176,1,1,y,5.671,-0.181,-0.158,0.797,35,77
2014,2014.40.2.0.1,Robin Uthappa,Lasith Malinga,37.894,0,0,y,2.602,-0.148,-0.277,0.386,39,31
2014,2014.40.2.0.2,Robin Uthappa,Lasith Malinga,37.748,4,4,y,4.505,-0.020,-0.062,0.387,92,59
2014,2014.40.2.0.3,Robin Uthappa,Lasith Malinga,37.749,0,0,y,7.613,-0.317,-0.532,0.467,5,5
2014,2014.40.2.0.4,Robin Uthappa,Lasith Malinga,37.391,0,0,y,7.766,-0.506,-0.812,0.745,5,5
2014,2014.40.2.0.5,Robin Uthappa,Lasith Malinga,37.812,1,1,y,7.743,-0.269,-0.493,0.733,29,17
2014,2014.40.2.0.6,Gautam Gambhir,Lasith Malinga,38.211,0,1,n,1.559,-0.346,-0.405,0.164,5,5
2014,2014.40.2.0.7,Gautam Gambhir,Lasith Malinga,38.093,1,1,n,1.312,-0.183,-0.223,0.141,22,16
2014,2014.40.2.1.1,Gautam Gambhir,Jasprit Bumrah,34.447,0,0,n,8.868,-0.526,-0.100,0.727,37,20
2014,2014.40.2.1.2,Robin Uthappa,Jasprit Bumrah,35.652,0,0,y,9.244,-0.795,-0.361,1.041,37,29
2014,2014.40.2.1.3,Robin Uthappa,Jasprit Bumrah,38.074,1,1,y,7.864,-0.677,-0.012,0.943,58,40
2014,2014.40.2.1.4,Gautam Gambhir,Jasprit Bumrah,35.340,0,0,n,7.716,-0.415,0.143,0.834,50,37
2014,2014.40.2.1.5,Gautam Gambhir,Jasprit Bumrah,38.157,0,0,n,9.512,-0.605,0.229,1.259,5,5
2014,2014.40.2.1.6,Gautam Gambhir,Jasprit Bumrah,35.206,4,4,n,9.506,-0.690,-0.059,0.794,37,7
2014,2014.40.2.2.1,Robin Uthappa,Harbhajan Singh,25.913,1,1,y,6.210,-0.335,0.031,0.764,44,22
2014,2014.40.2.2.2,Gautam Gambhir,Harbhajan Singh,26.269,1,1,n,6.778,0.214,-0.047,0.888,64,25
2014,2014.40.2.2.3,Robin Uthappa,Harbhajan Singh,27.434,1,1,y,6.804,-0.586,-0.437,0.914,42,22
2014,2014.40.2.2.4,Gautam Gambhir,Harbhajan Singh,25.075,0,0,n,5.860,0.370,0.393,0.869,67,34
2014,2014.40.2.2.5,Gautam Gambhir,Harbhajan Singh,24.709,1,1,n,4.757,0.328,0.351,0.554,39,71
2014,2014.40.2.2.6,Robin Uthappa,Harbhajan Singh,26.355,4,4,y,5.085,-0.378,-0.128,0.703,41,93
2014,2014.40.2.3.1,Gautam Gambhir,Jasprit Bumrah,34.492,0,0,n,5.779,-0.253,0.137,0.498,57,26
2014,2014.40.2.3.2,Gautam Gambhir,Jasprit Bumrah,35.250,0,0,n,8.413,-0.349,0.571,1.144,5,5
2014,2014.40.2.3.3,Gautam Gambhir,Jasprit Bumrah,37.805,1,1,n,8.737,-0.404,0.438,0.738,69,14
2014,2014.40.2.3.4,Robin Uthappa,Jasprit Bumrah,37.214,4,4,y,5.348,-0.471,-0.050,0.574,45,93
2014,2014.40.2.3.5,Robin Uthappa,Jasprit Bumrah,36.009,4,4,y,6.956,-0.568,-0.104,0.918,49,92
2014,2014.40.2.3.6,Robin Uthappa,Jasprit Bumrah,36.857,1,1,y,0.440,0.085,0.119,0.076,68,39
2014,2014.40.2.4.1,Robin Uthappa,Pragyan Ojha,23.872,0,0,y,7.379,-0.331,-0.310,0.674,47,36
2014,2014.40.2.4.2,Robin Uthappa,Pragyan Ojha,25.483,0,0,y,5.222,-0.187,-0.148,0.546,36,28
2014,2014.40.2.4.3,Robin Uthappa,Pragyan Ojha,25.020,6,6,y,4.527,-0.239,-0.180,0.598,60,94
2014,2014.40.2.4.4,Robin Uthappa,Pragyan Ojha,25.277,0,0,y,5.512,-0.438,-0.653,0.949,38,29
2014,2014.40.2.4.5,Robin Uthappa,Pragyan Ojha,25.096,1,1,y,5.164,-0.251,-0.029,0.591,39,37
2014,2014.40.2.4.6,Gautam Gambhir,Pragyan Ojha,25.551,2,2,n,4.983,-0.090,0.101,0.491,12,40
2014,2014.40.2.5.1,Robin Uthappa,Lasith Malinga,36.878,0,0,y,7.481,-0.026,-0.122,0.685,40,32
2014,2014.40.2.5.2,Robin Uthappa,Lasith Malinga,31.074,0,1,y,6.282,0.302,0.649,0.646,5,5
