YEAR,INNINGS_OVER_BALL,BATSMAN,BOWLER,BOWL_SPEED,CREDIT,DEBIT,IS_RHB,PITCHED_X,PITCHED_Y,STUMPS_Y,STUMPS_Z,LANDING_X,LANDING_Y
2014,2014.46.1.0.1,Chris Gayle,Bhuvneshwar Kumar,36.143,0,0,n,8.923,-0.217,-0.223,1.027,41,24
2014,2014.46.1.0.2,Parthiv Patel,Bhuvneshwar Kumar,36.578,0,0,n,6.819,0.136,0.571,0.802,5,5
2014,2014.46.1.0.3,Parthiv Patel,Bhuvneshwar Kumar,36.788,4,4,n,5.401,0.117,0.551,0.556,85,73
2014,2014.46.1.0.4,Parthiv Patel,Bhuvneshwar Kumar,36.753,0,0,n,7.842,0.018,0.679,0.902,5,5
2014,2014.46.1.0.5,Parthiv Patel,Bhuvneshwar Kumar,38.136,0,0,n,6.281,-0.031,-0.024,0.647,0,0
2014,2014.46.1.0.6,Virat Kohli,Bhuvneshwar Kumar,37.344,0,0,y,8.930,-0.416,-0.518,0.986,5,5
2014,2014.46.1.1.1,Chris Gayle,Dale Steyn,38.872,0,0,n,5.189,0.509,0.745,0.644,5,5
2014,2014.46.1.1.2,Chris Gayle,Dale Steyn,39.534,0,0,n,7.932,0.077,0.491,0.900,5,5
2014,2014.46.1.1.3,Chris Gayle,Dale Steyn,39.651,0,0,n,6.632,0.027,0.178,0.795,62,40
2014,2014.46.1.1.4,Chris Gayle,Dale Steyn,39.925,2,2,n,8.374,-0.151,-0.095,0.794,16,22
2014,2014.46.1.1.5,Chris Gayle,Dale Steyn,39.867,0,0,n,10.516,-0.050,0.349,1.365,66,28
2014,2014.46.1.1.6,Chris Gayle,Dale Steyn,40.032,0,0,n,7.881,0.117,0.337,0.879,67,34
2014,2014.46.1.2.1,Virat Kohli,Bhuvneshwar Kumar,38.222,1,1,y,8.939,-0.190,0.174,1.078,84,20
2014,2014.46.1.2.2,Chris Gayle,Bhuvneshwar Kumar,36.584,0,0,n,8.679,-0.219,-0.025,1.073,42,36
2014,2014.46.1.2.3,Chris Gayle,Bhuvneshwar Kumar,37.961,4,4,n,5.797,0.052,0.425,0.673,94,37
2014,2014.46.1.2.4,Chris Gayle,Bhuvneshwar Kumar,37.656,0,0,n,8.021,-0.081,0.304,0.695,43,22
2014,2014.46.1.2.5,Chris Gayle,Bhuvneshwar Kumar,36.895,1,1,n,8.968,-0.273,-0.045,1.044,14,28
2014,2014.46.1.2.6,Virat Kohli,Bhuvneshwar Kumar,38.755,1,1,y,8.885,-0.364,-0.204,0.980,64,46
2014,2014.46.1.3.1,Virat Kohli,Dale Steyn,40.228,0,0,y,7.688,-0.310,-0.229,0.776,61,42
2014,2014.46.1.3.2,Virat Kohli,Dale Steyn,40.963,1,1,y,8.921,-0.342,-0.392,1.093,25,19
2014,2014.46.1.3.3,Chris Gayle,Dale Steyn,40.783,2,2,n,7.699,0.051,0.207,0.736,88,24
2014,2014.46.1.3.4,Chris Gayle,Dale Steyn,41.064,2,2,n,10.439,-0.280,-0.271,1.507,29,15
2014,2014.46.1.3.5,Chris Gayle,Dale Steyn,40.936,1,1,n,10.975,-0.097,0.269,1.440,79,18
2014,2014.46.1.3.6,Virat Kohli,Dale Steyn,40.756,0,0,y,8.575,-0.274,-0.234,1.196,44,37
2014,2014.46.1.4.1,Chris Gayle,Parveez Rasool,24.940,1,1,n,3.406,-0.039,-0.122,0.488,43,82
2014,2014.46.1.4.2,Virat Kohli,Parveez Rasool,24.156,1,1,y,6.372,-0.270,0.088,0.649,84,51
2014,2014.46.1.4.3,Chris Gayle,Parveez Rasool,23.286,0,0,n,4.404,-0.108,-0.272,0.735,5,5
2014,2014.46.1.4.4,Chris Gayle,Parveez Rasool,26.349,0,0,n,5.525,0.023,-0.226,0.488,5,5
2014,2014.46.1.4.5,Chris Gayle,Parveez Rasool,27.069,0,0,n,5.603,0.361,0.341,0.515,35,25
2014,2014.46.1.4.6,Chris Gayle,Parveez Rasool,27.872,1,1,n,7.851,0.278,0.103,0.688,22,64
